transaction_id,timestamp,block_number,sender,receiver,amount,gas_price,gas_used,transaction_fee,transaction_type,status,day_of_week,hour_of_day,nonce,sender_type,receiver_type
993,2023-10-06T07:26:41Z,10000316,0xb1c414ac6623e754fac10a6774d73f69728fc92d,0xe393b801d3f026d99102ad2c60b0264986522aa4,14.43,115,50202,0.0058,token transfer,success,Friday,7,763,EOA,EOA
994,2023-07-24T16:55:30Z,10000079,0x434b0be1ab114ecfdcc80e102951cacd9991b2a5,0x11aa83a03f80bce36d4ee52067c37f1ba586b25e,66.15,65,61614,0.004,contract creation,success,Monday,16,699,Contract,EOA
995,2023-01-13T21:01:51Z,10000261,0x811d8fa1074c0392f06a2eae9f2de6e8361d4575,0x17dc64251785c8fd49bd657d8efb5b6ba032313e,37.71,108,99547,0.0108,transfer,success,Friday,21,330,EOA,EOA
996,2023-10-09T23:30:32Z,10000105,0x0545f18985086be5d46955c2bd0dd75808eda078,0xf9279036991f546ffc2a3de6787c882fbde757dd,38.46,137,62551,0.0086,token transfer,success,Monday,23,639,EOA,EOA
997,2023-12-21T08:36:09Z,10000287,0x8f877f0ce97646df577dfc6323b9a14a5761287b,0x72fa168d9cdfff9a8fe8ee7c5ac0cac57a048521,50.36,119,53691,0.0064,token transfer,success,Thursday,8,708,EOA,EOA
998,2023-05-19T00:34:24Z,10000299,0x719214d06b5de717d33badb0151b2f907aee5e9a,0x0669dd2ac041cf46895f18174b95a86dbd3b7eb9,70.07,29,21772,0.0006,contract creation,success,Friday,0,537,EOA,EOA
999,2023-04-08T19:29:39Z,10000411,0xf8b1fd527deeb4ac2419ab076c8422ba72242f28,0x93f306be63877cfb0320676f333c998f8f203771,56.31,81,70998,0.0058,transfer,success,Saturday,19,814,Contract,EOA
1000,2023-05-08T12:45:53Z,10000285,0x479242d526ee7196704bdf46ad5cf328e5885c7e,0x62b22d12578e686a3b632c63dbc0e04605806abd,81.64,107,32257,0.0035,token transfer,success,Monday,12,266,Contract,EOA
1001,2023-04-02T07:10:40Z,10000024,0x8b38e40fb820b073e3efd568871214f7a66763ac,0x799206fb0f7f3abb45567ab22a5ebd153ba34be9,37.78,152,54294,0.0083,transfer,success,Sunday,7,293,EOA,EOA
1002,2023-09-08T02:21:03Z,10000189,0x011e2c934d032d3f28c02d2ec7836afa5111dd64,0xe4d70fe722c9faaa73fb317b675be4e9219ec86d,2.13,126,37502,0.0047,token transfer,success,Friday,2,431,EOA,EOA
1003,2023-01-12T00:39:45Z,10000256,0x07db59df0ec103cba2e86bb3f8c87c04e727fe42,0xcaae569b355cbcea5ef9e07d05a0952d05c33e62,0.74,38,60497,0.0023,contract creation,success,Thursday,0,125,EOA,EOA
1004,2023-06-30T04:12:26Z,10000346,0x14995c89489aee304c3099a3cee98e47e29ad422,0x7167a3532a8a9605eca09e066042a52c6b226934,11.6,64,32737,0.0021,token transfer,success,Friday,4,116,EOA,EOA
1005,2023-03-27T20:53:24Z,10000432,0x0913a7858b529871582193d6c4e3c551fded9928,0x8f32795ae00b1689976fd0866a2e9effb577c4cd,59.45,183,33798,0.0062,transfer,success,Monday,20,102,EOA,EOA
1006,2023-04-26T04:25:53Z,10000405,0x4a4529470e687533bbba5a810b48bd48fd3b3335,0xc6ab981289ea3ef7c8fb8b47738dbdbebbcf7066,52.66,34,93247,0.0032,transfer,success,Wednesday,4,695,EOA,EOA
1007,2023-06-02T09:00:00Z,10000187,0x7b072b19c1b99766ae2219c9fc5a83916a4e345b,0x2a4392f6441d293e3d631c3c548fdd4979d253ca,68.27,115,64521,0.0074,contract creation,success,Friday,9,66,EOA,EOA
1008,2023-03-08T00:03:28Z,10000357,0xdec61c9292b8992c19abdaf8c13d04d72d285f43,0x421c543be0af259e28e5e0566ec0bc52e4f3ed1d,90.21,177,53639,0.0095,transfer,success,Wednesday,0,498,EOA,EOA
1009,2023-01-19T11:43:50Z,10000101,0x3eb9157dcae88887b303def77d5cce6ec8620b0a,0x315f900c2bbb06c807e45e03003de3efabf8768d,64.36,123,25998,0.0032,token transfer,success,Thursday,11,527,EOA,EOA
1010,2023-01-10T12:09:08Z,10000361,0x25054db009065eefefe130b61bba5d403b6c31d8,0xb0aa222b5303b78042eeeeb1f82c694b1f3de4c4,63.99,143,52868,0.0076,token transfer,success,Tuesday,12,183,EOA,EOA
1011,2023-06-28T16:00:05Z,10000394,0xd84aeca8bbf87180fe45010310eb5393c6d14668,0x00b59de2c850d8f92821b58a3f7b3eae0cab59d8,84.96,33,59261,0.002,token transfer,success,Wednesday,16,715,EOA,EOA
1012,2023-01-12T22:46:44Z,10000166,0x7a9863397bde1dfe3a95848b5c48627465234ac9,0x8eaccab1b64d026e6471f4aa233cfec9a1748213,55.13,96,74738,0.0072,contract creation,success,Thursday,22,626,EOA,EOA
1013,2023-03-17T10:21:32Z,10000468,0x27ee6d145a8126c1b30c753d329715f497081143,0x45e075fa7a6b75e101151753b46530355ef0934e,55.7,34,24250,0.0008,token transfer,success,Friday,10,726,EOA,EOA
1014,2023-11-05T12:34:03Z,10000071,0x08fb0fa91808189193967f8a2147b853156f92b5,0x3fe4266e269350f6e7d719aba675143b9cf510fd,96.01,113,41136,0.0046,contract creation,success,Sunday,12,455,Contract,EOA
1015,2023-08-30T21:56:11Z,10000455,0xe55f52e49c9967fe5d4d464adba9582dc5dd6219,0xf277bc403462e3ab29459bb54560ef2d9a26643d,3.79,121,29064,0.0035,token transfer,success,Wednesday,21,218,EOA,EOA
1016,2023-08-09T02:05:11Z,10000233,0xd7e76c43daf29fdee537f497ad217cb0bd9efd10,0xf584ffaadb2039aa34715bb05fa0b74236965400,96.23,135,96521,0.013,contract creation,success,Wednesday,2,496,EOA,EOA
1017,2023-05-11T04:14:20Z,10000250,0xc8b47ca19b2c5e80ba17c6f8739f241bbf388aae,0xc60fce83d61feda01439d9a5d02177380a712f20,58.71,124,93409,0.0116,token transfer,success,Thursday,4,111,EOA,EOA
1018,2023-07-24T12:30:50Z,10000300,0x919d78281e98ff54c5304ac4120f64482ef0f3cb,0xa02c68b6b4bfdbe891b92fec43f7e27868b250d4,61.72,170,42155,0.0072,transfer,failure,Monday,12,96,Contract,EOA
1019,2023-06-07T19:31:17Z,10000475,0x40f1428a317d8bdb61bafab5dadc72318d1f0237,0x2faa9520212fb4f7559903ea212dafae6edc2aa8,48.55,152,84794,0.0129,token transfer,success,Wednesday,19,912,EOA,EOA
1020,2023-06-13T11:16:16Z,10000146,0x307eff43f22c81c3b3640aa797170d69dd8323bd,0xf1440e6b75129355838d56d32ba2976d9155c6ec,65.54,66,99882,0.0066,contract creation,success,Tuesday,11,98,EOA,EOA
1021,2023-11-11T14:23:06Z,10000151,0xa4ed78fa6aacf1553a2087556733c4bb79ad970f,0x8331c9aad95c456fef7b2c15640697516705ca96,60.86,134,70059,0.0094,contract creation,success,Saturday,14,225,EOA,EOA
1022,2023-05-23T03:47:11Z,10000172,0x51a4fadbb62faeef6d3f4911a09fb01b0280f4d8,0x50253f453e8711aed369d0fecd5818baab42db0f,92.76,162,67255,0.0109,transfer,success,Tuesday,3,190,Contract,EOA
1023,2023-04-12T17:10:51Z,10000484,0xd0e720145f39ac655a87db0f66571946103a6dd5,0xc9b7f5d019f22720358511f36ca57c3a6ce59823,3.81,143,76691,0.011,token transfer,success,Wednesday,17,510,EOA,EOA
1024,2023-09-06T02:16:40Z,10000403,0x5ba7532ec3c7deb34bff7892c396736a001231dd,0x91ec305a890bc2643232cb72a87c3359323b9eb1,70.36,41,61165,0.0025,contract creation,success,Wednesday,2,92,EOA,EOA
1025,2023-05-31T01:39:56Z,10000472,0x204b25e684c91d7d93f98570f00267698d2967fd,0x974daf271484d7df0ef57de7585473159178a8fb,36.58,74,21030,0.0016,contract creation,success,Wednesday,1,721,EOA,EOA
1026,2023-07-20T02:34:28Z,10000497,0x7d6ba3fb632ade5bea5726a8f643a7c52958eef8,0x4986d2e5273b15667bfe0c54fa30377574995dc6,27.29,39,68831,0.0027,contract creation,success,Thursday,2,986,Contract,EOA
1027,2023-10-25T03:27:55Z,10000353,0xeee8f90443a2cf6813b9134ab05fd28e13921f21,0x042e748543197e7fb896b4f3ae7afe2a85e649b6,44.46,58,56436,0.0033,transfer,failure,Wednesday,3,252,EOA,EOA
1028,2023-11-22T18:26:43Z,10000344,0x513add314a56672075b1ef1f4803d8da19b9092c,0x028dc5fa972354a32fcc42442418a742ef3f9bd6,82.45,102,50564,0.0052,transfer,success,Wednesday,18,386,EOA,EOA
1029,2023-02-22T15:46:30Z,10000124,0xe827e493ade3e049429a13ca7ac4a76a7a49b8a3,0xeecaa71b4e61f86d805a0fd30c5e9e6d2eff974d,89.66,141,74937,0.0106,transfer,success,Wednesday,15,432,EOA,EOA
1030,2023-02-25T03:31:03Z,10000454,0xdc9d1f8155b344fb8ce9749103164f413779a408,0xb546716d27d29713733c8ec1aec0110aa5775804,52.61,186,25244,0.0047,transfer,success,Saturday,3,623,EOA,Contract
1031,2023-03-19T02:33:19Z,10000122,0x04c64d7bd2e95ce5b6741cfed581a617e743f300,0x0caac5b02489b261a86fed731882b729ca2f2d7c,41.23,140,51968,0.0073,contract creation,success,Sunday,2,866,EOA,EOA
1032,2023-12-12T22:47:00Z,10000254,0xbc681270c294b94ea50e0d71ac100a243561ceb4,0xa7ec987ff3cffc7e4a778f55b16e09b22323d83f,1.38,159,61623,0.0098,transfer,success,Tuesday,22,429,EOA,EOA
1033,2023-07-29T19:48:51Z,10000284,0x775e94d25b8233a14d0a2b7bb0354236f0a7e0ee,0x60fea4cc7379c7fabb981cdd4c40e87d97d33eeb,89.03,43,58010,0.0025,transfer,success,Saturday,19,225,EOA,EOA
1034,2023-09-24T10:13:46Z,10000094,0xb055b8cb4afc7eb48f5a1123511169595ad67cab,0x6de2e04ee569ee3d4f23537a660b549bd1350830,50.73,41,54937,0.0023,contract creation,success,Sunday,10,367,EOA,EOA
1035,2023-12-18T05:26:56Z,10000161,0x8c53e978a4b28a217ac0dd71ac95b95d494d67a9,0x7d5bc99b09cbeb8d37e5bcad557ac641fa8ce70b,58.16,65,99691,0.0065,token transfer,success,Monday,5,841,EOA,EOA
1036,2023-05-14T07:21:52Z,10000121,0x9214f665cedb74e96778175271bca6f166ca4deb,0x0f0f289a55841044fd9034a3126693ba832b6255,2.64,55,31560,0.0017,transfer,failure,Sunday,7,287,EOA,EOA
1037,2023-06-29T11:22:18Z,10000302,0x69d4fdf7c5a71893a21d17115c889978b3ec871a,0xb36ff836dfdc5431ab1ccba8be923f5f8b3bf53a,20.34,74,72076,0.0053,contract creation,success,Thursday,11,140,EOA,EOA
1038,2023-07-21T00:22:11Z,10000011,0xd18b8ca80b7b7dbd315caa17300f0d1d7f05acc6,0x7f4ca23f80cefc03989ef3dab798e1145f78012d,5.86,52,50765,0.0026,contract creation,success,Friday,0,166,EOA,EOA
1039,2023-11-17T14:21:11Z,10000184,0x1f556719f516312dd67fd91ad000e85140f7e739,0xe0dff5458a26193d30caeb22b362d9ace533dee5,40.59,50,91595,0.0046,contract creation,success,Friday,14,715,EOA,EOA
1040,2023-10-21T10:40:32Z,10000091,0xb1f273c92fc2bf7cc2066ff4e0f50c2f3640d160,0x5526980d0a203b88f2a39dd11d1b515cf37da609,50.16,172,64055,0.011,contract creation,failure,Saturday,10,299,EOA,EOA
1041,2023-02-03T16:15:15Z,10000257,0x5853abb72e3156f680f358948408dfdd1461ba94,0x268e41010ab37be839d4df4dcc734fc835baee09,33.14,124,95644,0.0119,contract creation,success,Friday,16,430,EOA,EOA
1042,2023-12-28T18:43:13Z,10000018,0xf1420b24ed554560527d20b754b36bd9394eb036,0x804265388117c441e7b76e37e050c371e87e8ff0,68.71,196,21865,0.0043,contract creation,failure,Thursday,18,675,EOA,EOA
1043,2023-07-07T03:36:15Z,10000197,0x58306c27c234c273951ead8ff8c318c9653a2328,0x10a62f53d3fa764dda1a084410c9e5e0d642b866,65.28,185,62934,0.0116,contract creation,success,Friday,3,279,EOA,EOA
1044,2023-08-30T18:44:30Z,10000283,0xc70cb5411838685786c692c94a5e32857c7e48c0,0xcaf0afde418924ebe09539c15ddb8b5cc3d57231,49.23,74,40937,0.003,token transfer,success,Wednesday,18,417,EOA,EOA
1045,2023-06-28T03:35:43Z,10000351,0xeb389d32e5415a8e123a2cddd15820c7eaa1e3d2,0xa628d4f960fe7f1e2757b6f93402d8e39c5b846b,82.97,57,53505,0.003,contract creation,success,Wednesday,3,124,EOA,EOA
1046,2023-03-29T05:56:15Z,10000099,0x54a126cf64997734be5b28fee252901721e87111,0x2efb5541dfd5f925def24e8a87f6e33f4bf38a61,55.99,109,50584,0.0055,token transfer,success,Wednesday,5,541,EOA,EOA
1047,2023-01-24T23:11:00Z,10000008,0x7735c3d9d5785bef149a04ac946e1cb4d4cee5bc,0x570fc8ef0321e79227303203677b06709b355552,77.43,67,26648,0.0018,transfer,success,Tuesday,23,986,EOA,EOA
1048,2023-03-18T08:07:35Z,10000211,0xbed363ff1823f4165bf426292b9d50bb26f5200c,0x63e9d608f6952bd7b02b2988ea02429d614a084e,39.3,136,68692,0.0093,token transfer,failure,Saturday,8,823,EOA,EOA
1049,2023-10-20T12:15:16Z,10000018,0xe6829d7221a97be368de2517314082a606c9a550,0x8a9c2feb19f3bbe8e38bb18eb2a9db54053dad8e,91.76,180,49570,0.0089,token transfer,success,Friday,12,678,EOA,EOA
1050,2023-09-18T04:07:10Z,10000024,0x0214eb433da0101fe364274bedfbd5a774f41bfc,0x13cd26ba117fb55e127f70005c98ea35dee19e2b,23.24,194,80298,0.0156,contract creation,success,Monday,4,673,EOA,EOA
1051,2023-03-14T06:48:37Z,10000177,0x6583d101b43ceb11b9c2e15aa1ae5e18e012f0de,0xf9cb5fc6f4956535c5e17472c0f0db14595873ea,57.78,163,48681,0.0079,transfer,success,Tuesday,6,570,EOA,EOA
1052,2023-06-09T23:12:01Z,10000278,0xe4b0fd0444c3c66ad73dbf2aa378d19c6f9254e2,0xc12390abfa733ed2bc54c8f4836556d926ce149f,55.97,38,48742,0.0019,transfer,success,Friday,23,810,EOA,EOA
1053,2023-04-12T02:53:42Z,10000047,0x33496caa8c1e133721b0cd4ad47007d468ecd567,0x6bfa7bcd0acc92b1890322d856421f82c1d0c11a,69.78,108,91425,0.0099,token transfer,success,Wednesday,2,908,EOA,EOA
1054,2023-10-31T12:30:03Z,10000082,0x8f531285c68a686690dc19e1b43ba7d2c58efe26,0xdada59308bc3cee769675cf2dce04831544f541a,26.85,180,55448,0.01,contract creation,success,Tuesday,12,798,EOA,EOA
1055,2023-03-04T09:37:18Z,10000328,0x62b49b7cfd48010a38251b07c2610deccb7cb747,0xa5728fbbb108d9d6af4ca3800fcf90f64ae06f46,11.04,159,73012,0.0116,contract creation,success,Saturday,9,565,Contract,EOA
1056,2023-10-19T16:32:51Z,10000311,0x026a1350682d74d12c90d03d7fc3a8f05306890a,0x10ac743d9dece076052bfe90c22d026b86c7e8b7,60.11,141,95252,0.0134,token transfer,success,Thursday,16,80,EOA,EOA
1057,2023-03-11T21:21:14Z,10000085,0x27a59876cdefa260639742d40081e0fa808fd4f6,0x40e8bced8fb02c47a0845386f953cbdfeceb7fb8,35.07,144,46718,0.0067,contract creation,success,Saturday,21,968,EOA,EOA
1058,2023-04-12T02:24:23Z,10000261,0xe34ad9001b69f104cdc09b6230f9dedf0cd17027,0x029e7ad3350043b235b85184470c665cf9809ff1,52.27,60,55854,0.0034,transfer,success,Wednesday,2,602,EOA,EOA
1059,2023-12-07T11:56:21Z,10000296,0x315283f2c02c7e44b921808b4f7e637a631ec711,0x3247c6a72f92d8dce50b70f41d19f77e78d9703d,27.88,105,87560,0.0092,transfer,success,Thursday,11,713,EOA,EOA
1060,2023-06-17T09:35:30Z,10000166,0x14e28637371e6bf70811b6430f3e0518ddaf2e48,0xbc822d3ebac7f0a7e151add7e7af4577037c0d70,87.46,30,96043,0.0029,token transfer,success,Saturday,9,488,EOA,EOA
1061,2023-09-11T18:08:15Z,10000402,0x078a5cf7cf1967f989e7ed870f1ad1b0fb24a393,0xbc6c4557383df7fe3faf362b83cce04c72d66d13,12.31,89,60331,0.0054,contract creation,success,Monday,18,867,EOA,EOA
1062,2023-01-14T17:37:59Z,10000109,0xfb0bbcd1271a1ffa8c3d45ec9facaa3ad2f8a2d2,0x3bae0ff08fd524a15a7409e8ee2b4d3689434c33,40.21,111,41873,0.0046,contract creation,success,Saturday,17,530,EOA,EOA
1063,2023-06-04T06:34:03Z,10000453,0xc9c862e16a992f1c789f1c91dea8db81220347eb,0x6fa4f02693aeb20468b19d0453a73594311150f5,9,199,30721,0.0061,contract creation,success,Sunday,6,415,EOA,EOA
1064,2023-08-10T18:46:52Z,10000111,0x8246a1372b6177b9f17c776869048c859c52365a,0x8f35808d0eb1f2de4ec1697d8b9c3fe97b60dba6,44.96,70,31383,0.0022,token transfer,success,Thursday,18,889,EOA,EOA
1065,2023-09-03T18:31:52Z,10000133,0x4771ee1b5d2a1805d53646e8632d8e4522289447,0x3ef31a31e6af8c9612669b309c2f1acdd39af74d,11.5,36,61819,0.0022,token transfer,success,Sunday,18,297,EOA,EOA
1066,2023-03-10T18:24:30Z,10000155,0xc9e7f0e819d9ef714da01e5346bd505bf6174fdf,0x04007d32a905871f9f07055df929f1b646cf114a,77.57,32,73178,0.0023,transfer,success,Friday,18,760,EOA,EOA
1067,2023-07-13T17:48:02Z,10000039,0x3735766601ff30fdabcaba04fee8b8c5f09d9c6f,0x4e7b5571c37c38181784a882d5616fcb46d52f4b,91.74,67,64086,0.0043,contract creation,success,Thursday,17,659,EOA,EOA
1068,2023-12-04T12:39:44Z,10000173,0xb8342159861fe5af79bc2596f4b2729f7bf0cc98,0xefbcf1a725fc2f3e18baa8bcdf3669284f2c711b,85.29,79,93774,0.0074,token transfer,success,Monday,12,286,EOA,EOA
1069,2023-05-12T02:20:48Z,10000000,0x0a32bdd88b88711088d2fcbbe6d705dd09359e6e,0x41c0a62a91386428bfa62f717a00505709856688,19.13,98,55217,0.0054,token transfer,success,Friday,2,484,EOA,EOA
1070,2023-07-04T10:16:26Z,10000290,0xd0ae877867b686a796090840b2c1eff7ddb5e7d9,0x0a2b19cfea7fcc4f0b3cbda274a6e6b135b48776,69.91,149,48706,0.0073,transfer,success,Tuesday,10,435,EOA,EOA
1071,2023-03-14T05:17:26Z,10000052,0xdbd63dd109f1330c738b6cb006818a40c05325dc,0xeb73db47fb1050ccc2b2607abd5ef4d06bcd7bfc,60.88,108,68569,0.0074,transfer,success,Tuesday,5,594,Contract,EOA
1072,2023-10-27T22:59:46Z,10000472,0x8e05abdde16fe02345b09f14ca68dc55004fd2a9,0xcee7b170f7edd9e601362609505a05c2707ab00d,16.78,57,82863,0.0047,contract creation,success,Friday,22,820,EOA,EOA
1073,2023-05-30T04:02:11Z,10000183,0xc787811dcb839ecb2652a7e75bfae0317c316178,0x75a8d43a35dd451b3051c7f18b41b7b539bf25d5,76.49,41,72377,0.003,transfer,success,Tuesday,4,154,EOA,EOA
1074,2023-02-19T03:58:41Z,10000068,0x9edcd7b805e91637a33b895ef40fd30b272f7302,0x99d5c1c2ee1ddfcfb7be477e61ebb02343cf2208,96.11,104,96290,0.01,transfer,success,Sunday,3,12,EOA,EOA
1075,2023-08-05T17:25:25Z,10000015,0x8a4850458acb8eab90b94f327c12fa241344c241,0x74ca174400c9e736dd4d8b2ddda7d516ace2ad29,19.63,31,38483,0.0012,contract creation,success,Saturday,17,673,EOA,EOA
1076,2023-08-30T12:24:15Z,10000111,0x9cfe26fd48bbe97dc1aa85456dcce8a13ab7e62c,0x1d7898ea5de8ebfb903ecc468519048dc0c871cc,36.68,195,23923,0.0047,contract creation,success,Wednesday,12,140,EOA,EOA
1077,2023-05-03T12:36:41Z,10000067,0xf628d3973159c8188cd9098f8407d744f0ef3e29,0xfcff986f8fb6e4ec2e647fb7ed4fb8b639bb2269,88.01,190,96885,0.0184,token transfer,failure,Wednesday,12,687,EOA,EOA
1078,2023-11-21T01:05:51Z,10000443,0x69ced9d0efdbf75cdaa330b844835b09919ed2d1,0x68bcf02ae48a39aa2958f905c70285d6cfc8ee6e,72.62,100,60440,0.006,contract creation,success,Tuesday,1,733,EOA,Contract
1079,2023-02-10T13:47:47Z,10000445,0x49d00fcd4b8744a66ec986566c0b3c0ed8e6b491,0xaebaac81032081e71ab035d70a6a80ebeaa36d75,96.45,162,61247,0.0099,transfer,success,Friday,13,619,EOA,EOA
1080,2023-07-31T06:27:01Z,10000343,0x8cde0693181a036210bc08877ddd23dd85a5afc9,0x8a68780470d9dcdc07f3c62670cc9752f0c497c3,42.47,48,52110,0.0025,token transfer,success,Monday,6,157,EOA,Contract
1081,2023-07-03T17:11:50Z,10000408,0xf9d1283c521cbdcfff7ec70c2cbef0a82b21f068,0x294b8ee3f920e7d5439b7391b7e4e43eb628ce2e,96.5,39,63979,0.0025,contract creation,failure,Monday,17,300,EOA,EOA
1082,2023-01-08T17:40:41Z,10000205,0x9b1fed9fd78979bae4c9c62b3505c46249ed52a4,0xff38e0af6d91ead4dfdba405af5875257e03b3b4,66.91,119,91649,0.0109,token transfer,success,Sunday,17,86,EOA,EOA
1083,2023-05-28T17:30:58Z,10000049,0x9f4e55a082ba07bf4e4465b260ff53e4112470d4,0x5c208323ca7626a6136b494b1753d7e8d5f6f479,9.13,58,64650,0.0037,contract creation,success,Sunday,17,661,Contract,EOA
1084,2023-04-27T00:49:49Z,10000482,0xdc2e831f1ed681d1f5219c12cd0ab20b4ce5cdc2,0x1dbd300a427fc635d160bcd541e774efcaa1780a,58.38,53,41869,0.0022,transfer,success,Thursday,0,127,EOA,EOA
1085,2023-07-07T03:56:40Z,10000067,0x6d0f07728e8a01f968b31187eb10eb8b168fb75e,0x55dd451411f07cb5fd0e159a16be191259792d2f,3.88,59,42206,0.0025,contract creation,success,Friday,3,477,EOA,EOA
1086,2023-09-26T05:05:48Z,10000492,0x15c79d0f5cb78dab2496d270afe8091cc82019eb,0xa4cfe50e23201177cba65dd0959a4bff490e151e,74.08,101,26444,0.0027,transfer,success,Tuesday,5,186,EOA,EOA
1087,2023-06-12T21:59:47Z,10000328,0x2de0a6b88780638c7969d764a446422700192fdb,0xfd26b70fb9157b81f2821e569b2190f5fdee4259,45.97,170,23716,0.004,transfer,success,Monday,21,356,EOA,EOA
1088,2023-04-12T01:22:04Z,10000080,0xb3680afe4984d782d8c448c0c2ca414e3fdc7931,0x1ef7a4d60ad57b1f2867f0347bf91b5c9f2febaa,46.25,84,62228,0.0052,token transfer,failure,Wednesday,1,753,EOA,EOA
1089,2023-03-15T00:34:07Z,10000392,0x4e02d5d090a743035dbe55796f5b275459e5d462,0x78aa5f5ab9a8e44069659c100b95eed19c309980,70.77,169,22692,0.0038,transfer,success,Wednesday,0,185,EOA,EOA
1090,2023-08-16T19:34:47Z,10000197,0x55d06ef791ebeb91624bca6523b76f98cb81f65a,0x22cc4390f35d1915d2475306dc8922eb3fdba999,62.9,194,84142,0.0163,contract creation,success,Wednesday,19,317,EOA,EOA
1091,2023-09-22T16:48:16Z,10000285,0x4b5c25967519722bc994aab2b77f9feb85c67bf6,0x02b28fc2438353a3aed33feb0a5ca300368beb97,65.26,45,80297,0.0036,contract creation,success,Friday,16,951,EOA,EOA
1092,2023-06-10T00:33:42Z,10000228,0x2e2f021943c7371271e03d3588e961debb199c3a,0xf1ea42c0e034ffa1be29ebf2631e1328f1c1cadc,69.27,165,72188,0.0119,transfer,success,Saturday,0,548,EOA,EOA
1093,2023-09-06T08:19:51Z,10000181,0x939f0e3e734e796cfd5a6a9f8606e78df0e2dae1,0xbdb08f117584f26972c05c7335521bb76839a6a3,9.48,45,40788,0.0018,token transfer,success,Wednesday,8,295,EOA,Contract
1094,2023-11-04T18:41:36Z,10000323,0x844c51236aa86669f963cf8f5d79dd72401a5f83,0x263a8de1daac1548848d2b518769e909d479c0f6,2.83,77,78587,0.0061,transfer,success,Saturday,18,647,EOA,EOA
1095,2023-01-20T10:09:37Z,10000443,0x4697a5054090e1644278e73ec7b8faf93f55163c,0xb813e07b2b596e81790c23686f2b7e9cb71b4e48,80.66,83,21386,0.0018,token transfer,success,Friday,10,471,EOA,EOA
1096,2023-11-08T03:50:24Z,10000065,0x61cdc2cfe6edb1aabcc7270503194bda200b04e4,0x71bedbebf5f4d10970d31b681fc770ed24dde1d4,17.91,170,47589,0.0081,transfer,success,Wednesday,3,287,EOA,EOA
1097,2023-05-16T17:28:24Z,10000293,0x01ed4ac0fef577a66e02c2296166ddaa080c3375,0x94c1d5d6c11dd2547f72d13b3ada9f9d3243ac12,69.15,155,42984,0.0067,token transfer,success,Tuesday,17,803,EOA,EOA
1098,2023-06-12T03:13:12Z,10000298,0x9743ae15aec47c6a3eedf67743827681b37016ac,0x7ded85b9f998b08dd72b0efa4bed898c03e12441,99.94,108,66183,0.0071,transfer,success,Monday,3,670,EOA,EOA
1099,2023-06-08T18:03:00Z,10000036,0xa7339154ef229225443ed39baadc44536ca0a7ae,0xa70ed2b4c8c951015200fa614c57c826a4d1d467,54.41,158,96260,0.0152,token transfer,success,Thursday,18,769,EOA,EOA
1100,2023-03-26T23:52:20Z,10000418,0xe94470d0f729daf985b7491600460290b8ff0d47,0x047a09ea3feecd4a1d5a7ba29e5f45b8144a9c5c,10.87,142,91549,0.013,contract creation,success,Sunday,23,978,EOA,Contract
1101,2023-12-30T10:02:59Z,10000200,0x2a83702a869fd57fcf4fde15a91ecb535219a6a9,0x0f6589328fe1c8ecf10b3b019a3b0aa72e98464e,20.7,35,50001,0.0018,transfer,success,Saturday,10,65,EOA,EOA
1102,2023-08-21T00:45:49Z,10000059,0xdbc8f8904c3c6be5930b7e294c8df5d379503324,0x924bdb7bb8b2f3895749359f319970c08ffd508f,58.16,38,86654,0.0033,contract creation,success,Monday,0,229,EOA,EOA
1103,2023-06-04T12:00:51Z,10000282,0x4ab3a9f30343e1a2ea7a3dfd0a7f69f33ae86649,0x3ff7012b1ff2865208c37e4a5da404635b89059c,8.98,54,87041,0.0047,transfer,success,Sunday,12,865,EOA,EOA
1104,2023-08-05T20:43:10Z,10000305,0xa7fbd1eab510755984eb7933612593576c9810a6,0x88e6b042ea97f21a0c36b6efd42a4bc98c532cb9,27.58,96,92058,0.0088,token transfer,success,Saturday,20,370,EOA,EOA
1105,2023-08-08T22:25:42Z,10000170,0xd5e8067794d1cdce604646fc57f724d77fe43353,0x650de5e77c7fa9d03800b07387e391b174d977ed,77,63,49188,0.0031,transfer,success,Tuesday,22,489,EOA,EOA
1106,2023-04-06T13:18:11Z,10000140,0xb7f6a535dcbfe020a88060335660b262b6e06de0,0xcf6a54fad72436d85e178070ba152d9dae84bc3b,37.35,76,86910,0.0066,contract creation,success,Thursday,13,813,EOA,EOA
1107,2023-05-13T15:53:27Z,10000091,0xd1041d866351b6723d7c4bdac78b0f1f50f1c4ec,0x92311ce4cdc0b9265a8e9945452de7d5ab38f3de,61.24,68,99508,0.0068,token transfer,success,Saturday,15,76,EOA,EOA
1108,2023-11-05T02:42:13Z,10000304,0xe3df1ca5fa7b9c2e41695daa4088ce959bb0aa3e,0x6ef926c9f503d0df0984feb71fe60a5d39e2c7eb,31.69,65,47401,0.0031,token transfer,success,Sunday,2,482,Contract,EOA
1109,2023-01-05T11:43:51Z,10000453,0x8a1ead4ea0194bfada17fc9f4956bf2be90ed433,0x1a7efd3ccb86a6c6eccbfdd15be5a71daa9e0bee,87.54,121,79666,0.0096,transfer,success,Thursday,11,876,EOA,EOA
1110,2023-01-27T02:49:41Z,10000166,0x262eaef3fbe797df0ae035a7066ea36c3e0cf2c7,0x269c9be672ac350af5da537a3415ebd4a0883331,80.28,40,54635,0.0022,transfer,success,Friday,2,99,EOA,EOA
